caseid,startdate
201710006168,2017/10
201710006165,2017/10
201710006164,2017/10
201710006161,2017/10
201710006158,2017/10
201710006157,2017/10
201710006153,2017/10
201710006152,2017/10
201710006149,2017/10
201710006145,2017/10
201710006144,2017/10
201710006143,2017/10
201710006140,2017/10
201710006139,2017/10
201710006132,2017/10
201710006131,2017/10
201710006129,2017/10
201710006128,2017/10
201710006127,2017/10
201710006125,2017/10
201710006122,2017/10
201710006119,2017/10
201710006116,2017/10
201710006112,2017/10
201710006111,2017/10
201710006108,2017/10
201710006107,2017/10
201710006106,2017/10
201710006103,2017/10
201710006101,2017/10
201710006100,2017/10
201710006098,2017/10
201710006095,2017/10
201710006093,2017/10
201710006092,2017/10
201710006091,2017/10
201710006089,2017/10
201710006087,2017/10
201710006086,2017/10
201710006084,2017/10
201710006081,2017/10
201710006078,2017/10
201710006075,2017/10
201710006074,2017/10
201710006073,2017/10
201710006071,2017/10
201710006067,2017/10
201710006062,2017/10
201710006056,2017/10
201710006054,2017/10
201710006046,2017/10
201710006043,2017/10
201710006042,2017/10
201710006040,2017/10
201710006037,2017/10
201710006034,2017/10
201710006032,2017/10
201710006033,2017/10
201710006029,2017/10
201710006028,2017/10
201710006027,2017/10
201710006023,2017/10
201710006022,2017/10
201710006020,2017/10
201710006019,2017/10
201710006018,2017/11
201710006013,2017/10
201710006012,2017/10
201710006010,2017/10
201710006009,2017/10
201710006007,2017/10
201710006005,2017/10
201710006004,2017/10
201710006003,2017/10
201710005999,2017/10
201710005991,2017/10
201710005988,2017/10
201710005985,2017/10
201710005983,2017/10
201710005981,2017/10
201710005980,2017/10
201710005975,2017/10
201710005974,2018/01
201710005973,2017/10
201710005970,2017/10
201710005969,2017/10
201710005968,2017/10
201710005966,2017/10
201710005965,2017/10
201710005963,2017/10
201710005962,2017/10
201710005960,2017/10
201710005959,2017/10
201710005947,2017/10
201710005943,2017/10
201710005941,2017/10
201710005935,2017/10
201710005933,2017/10
201710005930,2017/11
201710005924,2017/10
201710005921,2017/10
201710005920,2017/10
201710005918,2017/10
201710005917,2017/10
201710005916,2017/10
201710005913,2017/10
201710005909,2017/10
201710005906,2017/10
201710005903,2017/10
201710005902,2017/10
201710005901,2017/10
201710005900,2017/10
201710005897,2017/10
201710005895,2017/10
201710005893,2017/10
201710005887,2017/10
201710005885,2017/10
201710005884,2017/10
201710005880,2017/10
201710005878,2017/10
201710005877,2017/10
201710005875,2017/10
201710005874,2017/10
201710005872,2017/10
201710005862,2017/10
201710005860,2017/10
201710005859,2017/10
201710005858,2017/10
201710005856,2017/10
201710005855,2017/10
201710005853,2017/10
201710005854,2017/10
201710005852,2017/10
201710005851,2017/10
201710005850,2017/10
201710005848,2017/10
201710005846,2017/10
201710005844,2017/10
201710005843,2017/10
201710005842,2017/10
201710005833,2017/10
201710005828,2017/10
201710005826,2017/10
201710005825,2017/10
201710005824,2017/10
201710005823,2017/10
201710005821,2017/10
201710005820,2017/10
201710005819,2017/10
201710005816,2017/10
201710005814,2017/10
201710005813,2017/10
201710005812,2017/10
201710005811,2017/10
201710005808,2017/10
201710005807,2017/10
201710005797,2017/10
201710005795,2017/10
201710005792,2017/10
201710005791,2017/10
201710005789,2017/10
201710005785,2017/10
201710005783,2017/10
201710005779,2017/10
201710005774,2017/10
201710005770,2017/10
201710005769,2017/10
201710005766,2017/10
201710005765,2017/10
201710005762,2017/10
201710005755,2017/10
201710005752,2017/10
201710005750,2017/10
201710005745,2017/10
201710005743,2017/10
201710005742,2017/10
201710005741,2017/10
201710005738,2017/10
201710005734,2017/10
201710005732,2017/10
201710005733,2017/10
201710005729,2017/10
201710005726,2017/10
201710005724,2017/10
201710005723,2017/10
201710005722,2017/10
201710005721,2017/10
201710005720,2017/10
201710005719,2017/10
201710005717,2017/10
201710005716,2017/10
201710005712,2017/10
201710005710,2017/10
201710005709,2017/10
201710005708,2017/10
201710005703,2017/10
201710005701,2017/10
201710005700,2018/03
201710005699,2017/10
201710005697,2017/10
201710005694,2017/10
201710005691,2017/10
201710005690,2017/10
201710005684,2017/10
201710005688,2017/10
201710005683,2017/10
201710005682,2017/10
201710005680,2017/10
201710005679,2017/10
201710005677,2017/10
201710005676,2017/10
201710005674,2017/10
201710005673,2017/10
201710005670,2017/10
201710005667,2017/10
201710005664,2017/10
201710005660,2017/10
201710005659,2017/10
201710005658,2017/10
201710005657,2017/10
201710005655,2017/10
201710005654,2017/10
201710005653,2017/10
201710005651,2017/10
201710005650,2017/10
201710005649,2017/10
201710005644,2017/10
201710005643,2017/10
201710005641,2017/10
201710005640,2017/10
201710005637,2017/10
201710005635,2017/10
201710005628,2017/10
201710005622,2017/10
201710005620,2017/10
201710005619,2017/12
201710005618,2017/10
201710005617,2017/10
201710005613,2017/10
201710005612,2017/10
201710005611,2017/10
201710005610,2017/10
201710005609,2017/10
201710005607,2017/10
201710005604,2017/10
201710005603,2017/10
201710005596,2017/10
201710005593,2017/10
201710005591,2017/10
201710005589,2017/10
201710005588,2017/10
201710005584,2017/10
201710005581,2017/10
201710005580,2017/10
201710005578,2017/10
201710005575,2017/10
201710005574,2017/10
201710005572,2017/10
201710005571,2017/10
201710005570,2017/10
201710005567,2017/10
201710005566,2017/10
201710005565,2017/10
201710005563,2017/10
201710005561,2017/10
201710005560,2017/10
201710005556,2017/10
201710005555,2017/10
201710005554,2017/10
201710005553,2017/10
201710005552,2017/10
201710005551,2017/10
201710005550,2017/10
201710005549,2017/10
201710005547,2017/10
201710005548,2017/10
201710005546,2017/10
201710005543,2017/10
201710005539,2017/10
201710005538,2017/10
201710005536,2017/10
201710005535,2017/10
201710005534,2017/10
201710005532,2017/10
201710005528,2017/10
201710005527,2017/10
201710005525,2017/10
201710005524,2017/10
201710005523,2017/10
201710005520,2017/10
201710005516,2017/10
201710005515,2017/10
201710005514,2017/10
201710005511,2017/10
201710005509,2017/10
201710005501,2017/10
201710005500,2017/10
201710005497,2017/10
201710005495,2017/10
201710005493,2017/10
201710005488,2017/10
201710005487,2017/10
201710005486,2017/10
201710005484,2017/10
201710005480,2017/10
201710005479,2017/10
201710005478,2017/10
201710005475,2017/10
201710005474,2017/10
201710005469,2017/10
201710005467,2017/10
201710005465,2017/10
201710005459,2017/10
201710005458,2017/10
201710005453,2017/10
201710005454,2017/10
201710005457,2017/10
201710005443,2017/10
201710005440,2017/10
201710005433,2017/10
201710005432,2017/10
201710005431,2017/10
201710005428,2017/10
201710005426,2017/10
201710005423,2017/10
201710005422,2017/10
201710005418,2017/10
201710005417,2017/10
201710005416,2017/11
201710005414,2017/10
201710005415,2017/10
201710005413,2017/10
201710005410,2017/10
201710005407,2017/10
201710005405,2017/10
201710005403,2017/10
201710005401,2017/10
201710005395,2017/10
201710005389,2017/10
201710005387,2017/10
201710005386,2017/10
201710005385,2017/10
201710005383,2017/10
201710005382,2017/10
201710005380,2017/10
201710005378,2017/10
201710005375,2017/10
201710005374,2017/10
201710005370,2017/10
201710005369,2017/10
201710005363,2017/10
201710005360,2017/10
201710005358,2017/10
201710005357,2017/10
201710005356,2017/10
201710005354,2017/10
201710005352,2017/10
201710005351,2017/10
201710005347,2017/10
201710005346,2017/10
201710005342,2017/10
201710005340,2017/10
201710005336,2017/10
201710005334,2017/10
201710005333,2017/10
201710005328,2017/10
201710005325,2017/10
201710005322,2017/10
201710005321,2017/10
201710005318,2017/10
201710005312,2017/10
201710005309,2017/10
201710005307,2017/10
201710005306,2017/10
201710005302,2017/10
201710005301,2017/10
201710005299,2017/10
201710005298,2017/10
201710005292,2017/10
201710005288,2017/10
201710005289,2017/10
201710005287,2017/10
201710005285,2017/10
201710005284,2017/10
201710005283,2017/10
201710005282,2017/10
201710005281,2017/10
201710005280,2017/10
201710005270,2017/10
201710005267,2017/10
201710005260,2017/10
201710005259,2017/10
201710005258,2017/10
201710005257,2017/10
201710005256,2017/10
201710005254,2017/10
201710005252,2017/10
201710005251,2017/10
201710005250,2017/10
201710005249,2017/10
201710005248,2017/10
201710005246,2017/10
201710005241,2017/10
201710005240,2017/10
201710005239,2017/10
201710005237,2017/10
201710005231,2017/10
201710005229,2017/10
201710005227,2017/10
201710005226,2017/10
201710005225,2017/10
201710005224,2017/11
201710005218,2017/10
201710005217,2017/10
201710005216,2017/10
201710005210,2017/10
201710005209,2017/10
201710005208,2017/10
201710005206,2017/10
201710005205,2017/10
201710005200,2017/10
201710005199,2017/10
201710005193,2017/10
201710005191,2017/10
201710005189,2017/10
201710005184,2017/10
201710005182,2017/10
201710005180,2017/10
201710005179,2017/10
201710005177,2017/10
201710005176,2017/10
201710005171,2017/10
201710005168,2017/10
201710005165,2017/10
201710005159,2017/10
201710005154,2017/10
201710005153,2017/10
201710005149,2017/10
201710005148,2017/10
201710005143,2017/10
201710005141,2017/10
201710005140,2018/01
201710005139,2017/10
201710005136,2017/10
201710005135,2017/10
201710005128,2017/10
201710005127,2017/10
201710005126,2017/10
201710005125,2017/10
201710005123,2017/10
201710005122,2017/10
201710005121,2017/10
201710005117,2017/10
201710005114,2017/11
201710005112,2017/10
201710005111,2017/10
201710005110,2017/10
201710005109,2017/10
201710005108,2017/10
201710005107,2017/10
201710005105,2017/10
201710005103,2017/10
201710005100,2017/10
201710005099,2017/10
201710005098,2017/10
201710005097,2017/10
201710005096,2017/10
201710005095,2017/10
201710005094,2017/10
201710005093,2017/10
201710005092,2017/10
201710005089,2017/10
201710005088,2017/10
201710005085,2017/10
201710005083,2017/10
201710005074,2017/10
201710005073,2017/10
201710005070,2017/10
201710005068,2017/10
201710005064,2017/10
201710005063,2017/10
201710005062,2017/10
201710005060,2017/10
201710005061,2017/10
201710005049,2017/10
201710005048,2017/10
201710005046,2017/10
201710005045,2017/10
201710005042,2017/10
201710005041,2017/10
201710005040,2017/10
201710005038,2017/10
201710005035,2017/10
201710005034,2017/10
201710005030,2017/10
201710005029,2017/10
201710005026,2017/10
201710005025,2017/10
201710005020,2017/10
201710005018,2017/10
201710005016,2017/10
201710005014,2017/10
201710005012,2017/10
201710005011,2017/10
201710005009,2017/10
201710005010,2017/10
201710005006,2017/10
201710005007,2017/10
201710005005,2017/10
201710005003,2017/10
201710005000,2017/10
201710004997,2017/10
201710004996,2017/10
201710004993,2017/10
201710004991,2017/10
201710004987,2017/10
201710004986,2017/10
201710004979,2017/10
201710004977,2017/10
201710004975,2017/10
201710004970,2017/10
201710004968,2017/10
201710004967,2017/10
201710004964,2017/10
201710004960,2017/10
201710004959,2017/10
201710004958,2017/10
201710004956,2017/10
201710004955,2017/10
201710004953,2017/10
201710004952,2017/10
201710004950,2017/10
201710004946,2017/10
201710004944,2017/11
201710004937,2017/10
201710004933,2017/10
201710004936,2017/10
201710004932,2017/10
201710004920,2017/10
201710004916,2017/10
201710004914,2017/10
201710004911,2017/10
201710004909,2017/10
201710004907,2017/10
201710004904,2017/10
201710004902,2017/10
201710004899,2017/10
201710004895,2017/10
201710004894,2017/10
201710004893,2017/11
201710004890,2017/10
201710004887,2017/10
201710004884,2017/10
201710004882,2017/10
201710004875,2017/10
201710004874,2017/10
201710004873,2017/10
201710004872,2017/10
201710004871,2017/10
201710004869,2017/10
201710004866,2017/10
201710004865,2017/10
201710004863,2017/10
201710004861,2017/10
201710004860,2017/10
201710004858,2017/10
201710004854,2017/10
201710004857,2017/10
201710004851,2017/10
201710004847,2017/10
201710004836,2017/10
201710004839,2017/10
201710004835,2017/10
201710004831,2017/10
201710004826,2017/10
201710004816,2017/10
201710004812,2017/10
201710004811,2017/10
201710004810,2017/10
201710004809,2017/10
201710004806,2017/10
201710004793,2017/10
201710004792,2017/10
201710004791,2017/10
201710004790,2017/10
201710004789,2017/10
201710004788,2017/10
201710004787,2017/10
201710004781,2017/10
201710004779,2017/10
201710004775,2017/10
201710004772,2017/10
201710004767,2017/10
201710004765,2017/10
201710004761,2017/10
201710004760,2017/10
201710004755,2017/10
201710004754,2017/10
201710004751,2017/10
201710004748,2017/10
201710004747,2017/10
201710004746,2017/10
201710004743,2017/10
201710004742,2017/10
201710004741,2017/10
201710004737,2017/10
201710004733,2017/10
201710004726,2017/10
201710004725,2017/10
201710004724,2017/10
201710004723,2017/10
201710004722,2017/10
201710004714,2017/10
201710004717,2017/10
201710004713,2017/10
201710004712,2017/10
201710004711,2017/10
201710004707,2017/10
201710004705,2017/10
201710004700,2017/10
201710004698,2017/10
201710004696,2017/10
201710004695,2017/10
201710004691,2017/10
201710004690,2017/11
201710004688,2017/10
201710004686,2017/10
201710004685,2017/10
201710004684,2017/10
201710004683,2017/10
201710004675,2017/10
201710004665,2017/10
201710004662,2017/10
201710004658,2017/10
201710004656,2017/10
201710004655,2017/10
201710004650,2017/10
201710004651,2017/10
201710004649,2017/10
201710004647,2017/10
201710004643,2017/10
201710004641,2017/10
201710004639,2017/10
201710004633,2017/10
201710004629,2017/10
201710004628,2017/10
201710004625,2017/10
201710004624,2017/10
201710004619,2017/10
201710004618,2017/10
201710004617,2017/10
201710004615,2017/10
201710004604,2017/10
201710004603,2017/10
201710004601,2017/10
201710004598,2017/10
201710004596,2017/10
201710004595,2017/10
201710004594,2017/10
201710004592,2017/10
201710004590,2017/10
201710004588,2017/10
201710004585,2017/10
201710004584,2017/10
201710004581,2017/10
201710004580,2017/10
201710004577,2017/10
201710004574,2017/10
201710004573,2017/10
201710004571,2017/10
201710004570,2017/10
201710004567,2017/10
201710004565,2017/10
201710004564,2017/10
201710004563,2017/10
201710004560,2017/10
201710004548,2017/10
201710004542,2017/10
201710004537,2017/10
201710004535,2017/10
201710004530,2017/10
201710004524,2017/10
201710004517,2017/10
201710004495,2017/10
201710004507,2017/10
201710004499,2017/10
201710004494,2017/10
201710004490,2017/10
201710004489,2017/10
201710004488,2017/10
201710004483,2017/10
201710004482,2017/10
201710004477,2017/10
201710004474,2017/10
201710004468,2017/10
201710004472,2017/10
201710004467,2017/10
201710004465,2017/10
201710004464,2017/10
201710004463,2017/10
201710004462,2017/10
201710004461,2017/10
201710004460,2017/10
201710004459,2017/10
201710004453,2017/10
201710004452,2017/10
201710004451,2017/10
201710004446,2017/10
201710004444,2017/10
201710004443,2017/10
201710004438,2017/10
201710004435,2017/10
201710004434,2017/10
201710004430,2017/10
201710004432,2017/10
201710004429,2017/10
201710004428,2017/10
201710004427,2017/10
201710004425,2017/10
201710004423,2017/10
201710004422,2017/10
201710004420,2017/10
201710004419,2017/10
201710004418,2017/10
201710004417,2017/10
201710004415,2017/10
201710004413,2017/10
201710004411,2017/10
201710004409,2017/10
201710004405,2017/10
201710004403,2017/10
201710004397,2017/10
201710004395,2017/10
201710004394,2017/10
201710004393,2017/10
201710004392,2017/10
201710004391,2017/10
201710004381,2017/10
201710004388,2017/10
201710004380,2017/10
201710004378,2017/10
201710004375,2017/10
201710004374,2017/10
201710004369,2017/10
201710004367,2017/10
201710004366,2017/10
201710004365,2017/10
201710004361,2017/10
201710004360,2017/10
201710004359,2017/10
201710004357,2017/10
201710004356,2017/10
201710004353,2017/10
201710004352,2017/10
201710004350,2017/10
201710004349,2017/10
201710004348,2017/10
201710004347,2017/10
201710004346,2017/10
201710004345,2017/10
201710004344,2017/10
201710004343,2017/10
201710004340,2017/10
201710004335,2017/10
201710004334,2017/10
201710004331,2017/10
201710004327,2017/10
201710004321,2017/10
201710004319,2017/10
201710004317,2017/10
201710004310,2017/10
201710004307,2017/10
201710004303,2017/10
201710004299,2017/10
201710004298,2017/10
201710004294,2017/10
201710004293,2017/10
201710004291,2017/10
201710004289,2017/10
201710004285,2017/10
201710004283,2017/10
201710004282,2017/10
201710004275,2017/10
201710004273,2017/10
201710004268,2017/10
201710004267,2017/10
201710004262,2017/10
201710004261,2017/10
201710004258,2017/11
201710004257,2017/10
201710004252,2017/10
201710004250,2017/10
201710004249,2017/10
201710004248,2017/10
201710004245,2017/10
201710004239,2017/10
201710004238,2017/10
201710004237,2017/10
201710004236,2017/10
201710004232,2017/10
201710004231,2017/10
201710004227,2017/10
201710004217,2017/10
201710004216,2017/10
201710004210,2017/10
201710004204,2017/10
201710004197,2017/10
201710004194,2017/10
201710004190,2017/10
201710004188,2017/10
201710004184,2017/10
201710004183,2017/10
201710004180,2018/01
201710004179,2017/10
201710004178,2017/10
201710004177,2017/10
201710004171,2017/10
201710004164,2017/10
201710004162,2017/10
201710004157,2017/10
201710004156,2017/10
201710004152,2017/10
201710004150,2017/10
201710004149,2017/10
201710004146,2017/10
201710004141,2017/10
201710004135,2017/10
201710004133,2017/10
201710004125,2017/10
201710004122,2017/10
201710004121,2017/10
201710004120,2017/10
201710004118,2017/10
201710004114,2017/10
201710004113,2017/10
201710004112,2017/10
201710004108,2017/10
201710004107,2017/10
201710004105,2017/10
201710004101,2017/10
201710004097,2017/10
201710004095,2017/10
201710004094,2017/10
201710004090,2017/10
201710004088,2017/10
201710004086,2017/10
201710004084,2017/10
201710004080,2017/10
201710004078,2017/10
201710004073,2017/10
201710004070,2017/10
201710004066,2017/10
201710004060,2017/10
201710004059,2017/10
201710004057,2017/10
201710004056,2017/10
201710004055,2017/10
201710004054,2017/10
201710004053,2017/10
201710004052,2017/10
201710004051,2017/10
201710004050,2017/10
201710004043,2017/10
201710004040,2017/11
201710004038,2017/10
201710004035,2017/10
201710004030,2017/10
201710004029,2017/10
201710004028,2017/10
201710004026,2017/10
201710004025,2017/10
201710004018,2017/10
201710004013,2017/10
201710004012,2017/10
201710004007,2017/10
201710004002,2017/10
201710004001,2017/10
201710003994,2017/10
201710003989,2017/10
201710003978,2017/10
201710003977,2017/10
201710003972,2017/10
201710003968,2017/10
201710003966,2017/10
201710003965,2017/10
201710003964,2017/10
201710003961,2017/10
201710003957,2017/10
201710003955,2017/10
201710003953,2017/10
201710003952,2017/10
201710003950,2017/10
201710003948,2017/10
201710003945,2017/10
201710003942,2017/10
201710003938,2017/10
201710003937,2017/10
201710003934,2017/10
201710003933,2017/10
201710003924,2017/10
201710003921,2018/02
201710003919,2017/10
201710003918,2017/10
201710003913,2017/10
201710003912,2017/10
201710003910,2017/10
201710003907,2017/10
201710003901,2017/10
201710003900,2017/10
201710003894,2017/10
201710003889,2017/10
201710003888,2017/10
201710003887,2017/10
201710003885,2017/10
201710003884,2017/10
201710003882,2017/10
201710003879,2017/10
201710003870,2017/10
201710003872,2017/10
201710003871,2017/10
201710003864,2017/10
201710003862,2017/10
201710003857,2017/10
201710003854,2017/10
201710003851,2017/10
201710003849,2017/10
201710003843,2017/10
201710003840,2017/10
201710003833,2017/10
201710003832,2017/10
201710003827,2017/10
201710003826,2017/10
201710003825,2017/10
201710003823,2018/01
201710003822,2017/10
201710003820,2017/10
201710003819,2017/10
201710003816,2017/10
201710003815,2017/10
201710003813,2017/10
201710003811,2017/10
201710003809,2017/10
201710003805,2017/10
201710003797,2017/10
201710003796,2017/10
201710003789,2017/10
201710003782,2017/10
201710003776,2017/10
201710003781,2017/10
201710003774,2017/10
201710003773,2017/10
201710003768,2017/10
201710003766,2017/10
201710003765,2017/10
201710003764,2017/10
201710003762,2017/10
201710003758,2017/11
201710003757,2017/10
201710003754,2017/10
201710003749,2017/10
201710003747,2017/10
201710003744,2017/10
201710003743,2017/10
201710003742,2017/10
201710003739,2017/10
201710003737,2017/10
201710003736,2017/10
201710003735,2017/10
201710003733,2017/10
201710003732,2017/10
201710003727,2017/10
201710003726,2017/10
201710003723,2017/10
201710003721,2017/10
201710003720,2017/10
201710003716,2017/10
201710003713,2017/10
201710003711,2017/10
201710003710,2017/10
201710003708,2017/10
201710003705,2017/10
201710003702,2017/10
201710003700,2017/10
201710003697,2017/10
201710003695,2017/10
201710003685,2017/10
201710003684,2017/10
201710003681,2017/10
201710003679,2017/10
201710003677,2017/10
201710003674,2018/05
201710003672,2017/10
201710003669,2017/10
201710003668,2017/10
201710003667,2017/10
201710003664,2017/10
201710003660,2017/10
201710003655,2017/10
201710003653,2017/10
201710003644,2017/10
201710003643,2017/10
201710003638,2017/10
201710003630,2017/10
201710003627,2017/10
201710003625,2017/10
201710003624,2017/10
201710003619,2017/10
201710003618,2017/10
201710003616,2017/10
201710003615,2017/10
201710003613,2017/10
201710003604,2017/10
201710003602,2018/01
201710003603,2017/10
201710003600,2017/10
201710003593,2017/10
201710003588,2017/10
201710003585,2017/10
201710003584,2017/10
201710003583,2017/10
201710003580,2017/10
201710003575,2017/10
201710003574,2017/10
201710003567,2017/10
201710003561,2017/10
201710003555,2017/10
201710003553,2017/10
201710003552,2017/10
201710003548,2017/10
201710003544,2017/10
201710003541,2017/10
201710003540,2017/10
201710003539,2017/10
201710003537,2017/10
201710003534,2017/10
201710003525,2017/10
201710003524,2017/10
201710003521,2017/10
201710003518,2017/10
201710003515,2017/10
201710003516,2017/10
201710003512,2017/11
201710003511,2017/10
201710003510,2017/10
201710003509,2017/10
201710003507,2017/10
201710003496,2017/10
201710003494,2017/10
201710003493,2017/10
201710003487,2017/10
201710003486,2017/10
201710003480,2017/10
201710003465,2017/10
201710003464,2017/10
201710003463,2017/10
201710003459,2017/10
201710003456,2017/10
201710003450,2017/10
201710003448,2017/10
201710003444,2017/10
201710003443,2017/10
201710003440,2017/10
201710003435,2017/10
201710003434,2017/10
201710003430,2017/10
201710003429,2017/10
201710003424,2017/10
201710003423,2017/10
201710003421,2017/10
201710003417,2017/10
201710003416,2017/10
201710003410,2017/10
201710003406,2017/10
201710003402,2017/10
201710003401,2017/10
201710003399,2017/10
201710003398,2017/10
201710003397,2017/10
201710003393,2017/10
201710003389,2017/10
201710003383,2017/12
201710003382,2017/10
201710003381,2017/10
201710003380,2017/10
201710003378,2017/10
201710003372,2017/10
201710003370,2017/10
201710003366,2017/10
201710003364,2017/10
201710003363,2017/10
201710003359,2017/10
201710003351,2017/10
201710003347,2017/10
201710003346,2017/10
201710003343,2017/10
201710003341,2017/10
201710003337,2017/10
201710003335,2017/10
201710003334,2017/10
201710003332,2017/10
201710003329,2017/10
201710003328,2017/10
201710003326,2017/10
201710003325,2017/10
201710003323,2017/10
201710003316,2017/10
201710003311,2017/10
201710003310,2017/10
201710003306,2017/10
201710003305,2017/10
201710003303,2017/10
201710003302,2017/10
201710003293,2017/10
201710003294,2017/10
201710003290,2017/10
201710003289,2017/10
201710003286,2017/10
201710003285,2017/10
201710003275,2017/10
201710003274,2017/10
201710003266,2017/10
201710003264,2017/10
201710003260,2017/10
201710003259,2017/10
201710003257,2017/10
201710003251,2017/10
201710003250,2017/10
201710003245,2017/10
201710003241,2017/10
201710003240,2017/10
201710003239,2017/10
201710003237,2017/10
201710003234,2017/10
201710003233,2017/10
201710003232,2017/10
201710003229,2017/10
201710003227,2017/10
201710003225,2017/10
201710003220,2017/10
201710003223,2017/10
201710003217,2017/10
201710003216,2017/10
201710003213,2017/10
201710003212,2017/10
201710003211,2017/10
201710003206,2017/10
201710003202,2017/10
201710003201,2017/10
201710003199,2017/10
201710003198,2017/10
201710003197,2017/10
201710003194,2017/10
201710003187,2017/10
201710003185,2017/10
201710003184,2017/10
201710003183,2017/10
201710003182,2017/10
201710003181,2017/10
201710003178,2017/10
201710003177,2017/10
201710003175,2017/10
201710003174,2017/10
201710003172,2017/10
201710003170,2017/10
201710003169,2017/10
201710003168,2017/10
201710003158,2017/10
201710003155,2017/10
201710003154,2017/10
201710003151,2017/10
201710003147,2017/10
201710003143,2017/10
201710003140,2018/04
201710003133,2017/10
201710003131,2017/10
201710003129,2017/10
201710003125,2017/10
201710003124,2017/10
201710003123,2017/10
201710003122,2017/10
201710003121,2017/10
201710003120,2017/10
201710003119,2017/10
201710003118,2017/10
201710003114,2017/10
201710003113,2017/10
201710003110,2017/10
201710003109,2017/10
201710003107,2017/10
201710003108,2017/10
201710003106,2017/10
201710003105,2017/10
201710003103,2017/10
201710003080,2017/10
201710003102,2017/10
201710003100,2017/10
201710003099,2017/10
201710003092,2017/10
201710003091,2017/10
201710003089,2017/10
201710003088,2017/10
201710003087,2017/10
201710003086,2017/10
201710003083,2017/10
201710003081,2017/10
201710003077,2017/10
201710003078,2017/10
201710003075,2017/10
201710003073,2017/10
201710003070,2017/10
201710003068,2017/10
201710003063,2017/10
201710003062,2017/10
201710003059,2017/10
201710003058,2017/10
201710003054,2017/10
201710003053,2017/10
201710003052,2017/10
201710003051,2017/10
201710003050,2017/10
201710003049,2017/10
201710003048,2017/10
201710003046,2017/10
201710003044,2017/10
201710003045,2017/10
201710003043,2017/10
201710003040,2017/10
201710003031,2017/10
201710003029,2017/10
201710003027,2017/10
201710003023,2017/10
201710003020,2017/10
201710003018,2017/10
201710003016,2017/10
201710003014,2017/10
201710003012,2017/10
201710003010,2017/10
201710003009,2017/10
201710003007,2017/10
201710003003,2017/10
201710003002,2017/10
201710002992,2017/10
201710002991,2017/10
201710002989,2017/10
201710002982,2017/10
201710002974,2017/10
201710002973,2017/10
201710002968,2017/10
201710002959,2017/10
201710002955,2017/10
201710002954,2017/10
201710002950,2017/10
201710002947,2017/10
201710002946,2017/10
201710002945,2017/10
201710002940,2017/10
201710002936,2017/10
201710002938,2017/10
201710002925,2017/10
201710002924,2017/10
201710002923,2017/10
201710002922,2017/10
201710002919,2017/10
201710002916,2017/10
201710002912,2017/10
201710002910,2017/10
201710002906,2017/10
201710002904,2017/10
201710002901,2017/10
201710002896,2017/10
201710002897,2017/10
201710002895,2017/10
201710002890,2017/10
201710002888,2017/10
201710002886,2017/10
201710002880,2017/10
201710002876,2018/03
201710002874,2017/10
201710002873,2017/10
201710002868,2017/10
201710002866,2017/10
201710002865,2017/10
201710002858,2017/10
201710002856,2017/10
201710002855,2017/10
201710002854,2017/10
201710002850,2017/10
201710002848,2017/10
201710002847,2017/10
201710002844,2017/10
201710002841,2017/10
201710002840,2017/10
201710002839,2017/10
201710002838,2017/10
201710002837,2017/10
201710002836,2017/10
201710002835,2017/10
201710002833,2017/10
201710002830,2017/10
201710002828,2017/10
201710002827,2017/10
201710002826,2017/10
201710002824,2017/10
201710002823,2017/10
201710002815,2017/10
201710002813,2017/10
201710002811,2017/10
201710002810,2017/10
201710002808,2017/10
201710002803,2017/10
201710002802,2017/10
201710002798,2017/10
201710002795,2017/10
201710002793,2017/10
201710002792,2017/10
201710002790,2017/10
201710002787,2017/10
201710002786,2017/10
201710002784,2017/10
201710002783,2017/10
201710002780,2017/10
201710002779,2017/10
201710002777,2017/10
201710002771,2017/10
201710002769,2017/10
201710002767,2017/10
201710002759,2017/10
201710002758,2017/10
201710002757,2017/10
201710002753,2017/10
201710002751,2017/10
201710002750,2017/10
201710002748,2017/10
201710002746,2017/10
201710002744,2017/10
201710002740,2017/10
201710002735,2017/10
201710002741,2017/10
201710002733,2017/10
201710002732,2017/10
201710002729,2017/10
201710002728,2017/10
201710002727,2017/10
201710002726,2017/10
201710002724,2017/10
201710002717,2017/10
201710002716,2017/10
201710002713,2017/10
201710002712,2017/10
201710002711,2017/10
201710002708,2017/10
201710002704,2017/10
201710002702,2017/10
201710002699,2017/10
201710002696,2017/10
201710002695,2017/10
201710002694,2017/10
201710002692,2017/10
201710002691,2017/10
201710002687,2017/10
201710002684,2017/10
201710002681,2017/10
201710002678,2017/10
201710002672,2017/10
201710002675,2017/10
201710002669,2017/10
201710002668,2017/10
201710002664,2017/10
201710002662,2017/10
201710002660,2017/10
201710002659,2017/10
201710002658,2017/10
201710002654,2017/10
201710002653,2017/10
201710002651,2017/10
201710002648,2017/10
201710002647,2017/10
201710002643,2017/10
201710002639,2017/10
201710002638,2017/10
201710002635,2017/10
201710002634,2017/10
201710002633,2017/10
201710002629,2017/10
201710002626,2017/10
201710002621,2017/10
201710002620,2017/10
201710002618,2017/10
201710002614,2017/10
201710002609,2017/10
201710002608,2017/10
201710002607,2017/10
201710002605,2017/10
201710002604,2017/10
201710002602,2017/10
201710002600,2017/10
201710002599,2017/10
201710002598,2017/10
201710002597,2017/10
