steps,id,frequency,subProcessFrequency,ratio,avgDuration,activityNames,minTime,maxTime,totalCost,avgCost
6,-2051139121,5,0,5.6555328077458175e-05,1695168200,"['Request created', 'Evaluating Request (NO registered letter)', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1536336619000,1543028636000,107.5,21.5
10,-171305543,5,0,5.6555328077458175e-05,1271030200,"['Request created', 'Network Service Closure', 'Evaluating Request (WITH registered letter)', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1537545397000,1551092619000,156.55,31.310000000000002
5,-1359843293,5,0,5.6555328077458175e-05,1161065600,"['Request created', 'Network Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1540913148000,1542424476000,25.0,5.0
9,1813824245,5,0,5.6555328077458175e-05,4521306600,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1504195320000,1548779406000,119.05000000000001,23.810000000000002
13,2027749319,5,0,5.6555328077458175e-05,7662890800,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1511800514000,1548817727000,120.60000000000001,24.12
12,606517625,5,0,5.6555328077458175e-05,5559510000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1503680517000,1543481241000,149.05,29.810000000000002
8,1503314663,5,0,5.6555328077458175e-05,3943839000,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for Reservation Closure', 'Request completed with account closure']",1514459910000,1542943567000,120.0,24.0
11,954274154,5,0,5.6555328077458175e-05,1988075000,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1505833316000,1543460806000,182.5,36.5
5,-1386772294,5,0,5.6555328077458175e-05,1106489600,"['Request created', 'Authorization Requested', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1541152239000,1542683767000,29.050000000000004,5.8100000000000005
8,1363387727,4,0,4.5244262461966544e-05,1695618250,"['Request created', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1505293512000,1550114194000,57.24,14.31
9,-769064921,4,0,4.5244262461966544e-05,2474220750,"['Request created', 'Evaluating Request (WITH registered letter)', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1532707149000,1538477392000,117.24000000000001,29.310000000000002
15,-941869619,4,0,4.5244262461966544e-05,3971171250,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1498569528000,1530269574000,119.24000000000001,29.810000000000002
2,122025810,4,0,4.5244262461966544e-05,17353000,"['Pending Request for acquittance of heirs', 'Request completed with account closure']",1493887611000,1495099376000,22.0,5.5
5,2136081738,4,0,4.5244262461966544e-05,1533161000,"['Request created', 'Evaluating Request (NO registered letter)', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1536336474000,1542942330000,70.0,17.5
9,-1593233623,4,0,4.5244262461966544e-05,3791672500,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1501608059000,1542272149000,69.24000000000001,17.310000000000002
5,830063439,4,0,4.5244262461966544e-05,592254250,"['Request created', 'Evaluating Request (WITH registered letter)', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1536233132000,1548127161000,51.24,12.81
14,-1694825788,4,0,4.5244262461966544e-05,4693560250,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1500552828000,1527868146000,133.24,33.31
13,871144346,4,0,4.5244262461966544e-05,4263570500,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1499775041000,1527650363000,164.0,41.0
10,-1891361674,4,0,4.5244262461966544e-05,3536286250,"['Request created', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1516719368000,1543633507000,72.0,18.0
6,-2086135152,4,0,4.5244262461966544e-05,2419722000,"['Request created', 'Evaluating Request (WITH registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1517244759000,1526440812000,73.24000000000001,18.310000000000002
5,30741694,4,0,4.5244262461966544e-05,1444961250,"['Pending Request for Network Information', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1541163882000,1542618483000,40.0,10.0
6,690889366,4,0,4.5244262461966544e-05,1948794500,"['Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1541153755000,1544670303000,88.0,22.0
12,-1614973344,4,0,4.5244262461966544e-05,1485444500,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1504280438000,1551697624000,105.72,26.43
15,1530209515,4,0,4.5244262461966544e-05,6509816250,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1504695510000,1528859075000,166.0,41.5
9,-439806954,4,0,4.5244262461966544e-05,2215418000,"['Request created', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1510584339000,1540802789000,77.24000000000001,19.310000000000002
8,845615742,3,0,3.3933196846474906e-05,3127273334,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1530641096000,1542424266000,72.0,24.0
4,-398581124,3,0,3.3933196846474906e-05,140074000,"['Request created', 'BO Service Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1534854475000,1548905269000,19.5,6.5
12,894419209,3,0,3.3933196846474906e-05,4831850000,"['Request created', 'Network Service Closure', 'Evaluating Request (WITH registered letter)', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1533903876000,1548249090000,107.43,35.81
7,55547654,3,0,3.3933196846474906e-05,1291163334,"['Request created', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1517839127000,1551084703000,44.43,14.81
13,1605824474,3,0,3.3933196846474906e-05,12150395000,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1521106856000,1539227206000,123.0,41.0
6,1657752143,3,0,3.3933196846474906e-05,4169025334,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1509017431000,1536741871000,47.43,15.81
10,1986913482,3,0,3.3933196846474906e-05,1815179000,"['Request created', 'Evaluating Request (WITH registered letter)', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1536061211000,1549681776000,77.43,25.810000000000002
7,-383793739,3,0,3.3933196846474906e-05,806199667,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1539696308000,1550579378000,47.43,15.81
13,392743889,3,0,3.3933196846474906e-05,3936993334,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1507715529000,1526553418000,101.43,33.81
8,180654604,3,0,3.3933196846474906e-05,4265518000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Request completed with account closure']",1512135375000,1543569784000,47.43,15.81
6,609479,3,0,3.3933196846474906e-05,1916276000,"['Request created', 'Pending Request for Network Information', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for Network Information', 'Request completed with account closure']",1538064575000,1542017367000,12.0,4.0
20,1768951928,3,0,3.3933196846474906e-05,6276546334,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1504171438000,1527244750000,131.43,43.81
7,-802027246,3,0,3.3933196846474906e-05,4903787334,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1509637810000,1545210068000,48.93000000000001,16.310000000000002
15,2091552651,3,0,3.3933196846474906e-05,6297577667,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1518176789000,1529118255000,113.43,37.81
17,294245083,3,0,3.3933196846474906e-05,6496344000,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1500893791000,1516159136000,138.0,46.0
7,-734162072,3,0,3.3933196846474906e-05,1216508000,"['Request created', 'Evaluating Request (WITH registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1504864169000,1519749164000,78.93,26.310000000000002
12,-261908043,3,0,3.3933196846474906e-05,3483391667,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1496919504000,1526552640000,98.43,32.81
8,446372166,3,0,3.3933196846474906e-05,3392131334,"['Request created', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1503062557000,1521083509000,40.5,13.5
8,-337030090,3,0,3.3933196846474906e-05,2778425334,"['Request created', 'Evaluating Request (NO registered letter)', 'Request created', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1525792425000,1531969770000,75.0,25.0
7,164513839,3,0,3.3933196846474906e-05,1001781000,"['Request created', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1534844183000,1550653337000,42.0,14.0
13,-943895141,2,0,2.2622131230983272e-05,2603589500,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1520413263000,1535512335000,66.62,33.31
8,1984185455,2,0,2.2622131230983272e-05,1557630500,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Request completed with account closure']",1513617344000,1530155648000,63.0,31.5
14,-1670967735,2,0,2.2622131230983272e-05,4538301000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1504611546000,1518689993000,68.62,34.31
6,-565402511,2,0,2.2622131230983272e-05,807257500,"['Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1495018649000,1548669920000,26.62,13.31
8,-404977762,2,0,2.2622131230983272e-05,1438181000,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1513770463000,1550631938000,48.0,24.0
11,1836259638,2,0,2.2622131230983272e-05,3937904000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1516363133000,1527650627000,47.24,23.62
8,127721938,2,0,2.2622131230983272e-05,2145877000,"['Request created', 'Network Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1540306995000,1542707903000,29.0,14.5
6,-301750163,2,0,2.2622131230983272e-05,5256847500,"['Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1509639406000,1535369997000,32.620000000000005,16.310000000000002
6,151467918,2,0,2.2622131230983272e-05,687640000,"['Request created', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1526644929000,1547648507000,33.0,16.5
8,-30991699,2,0,2.2622131230983272e-05,3428394000,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1523014987000,1527217793000,51.0,25.5
13,1928712313,2,0,2.2622131230983272e-05,6743186000,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1517937529000,1527303883000,90.0,45.0
12,870169973,2,0,2.2622131230983272e-05,10059613000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1512466748000,1535984611000,65.62,32.81
14,761357769,2,0,2.2622131230983272e-05,1981953000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1511355532000,1526554892000,68.62,34.31
3,1595724193,2,0,2.2622131230983272e-05,1333231000,"['Request created', 'Pending Request for Network Information', 'Request completed with account closure']",1535630860000,1539601258000,5.0,2.5
7,1879559878,2,0,2.2622131230983272e-05,600138500,"['BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1494924492000,1495619731000,30.0,15.0
13,-621007302,2,0,2.2622131230983272e-05,2211423000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1508168781000,1542424589000,74.62,37.31
8,-1998955556,2,0,2.2622131230983272e-05,13219614500,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1505497144000,1549941048000,24.62,12.31
6,-192783978,2,0,2.2622131230983272e-05,2034168500,"['Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1493804818000,1499254390000,31.0,15.5
10,1437917943,2,0,2.2622131230983272e-05,1257288000,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for Reservation Closure', 'Request completed with account closure']",1522070403000,1540351544000,57.0,28.5
9,-510938932,2,0,2.2622131230983272e-05,2369996500,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1532626899000,1536030877000,59.0,29.5
13,1586475483,2,0,2.2622131230983272e-05,2310462000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1518514419000,1550892586000,66.62,33.31
7,1370534611,2,0,2.2622131230983272e-05,3387652500,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1540804494000,1546259332000,55.0,27.5
6,468374687,2,0,2.2622131230983272e-05,2299038500,"['BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1494948753000,1498187058000,20.0,10.0
15,-618981780,2,0,2.2622131230983272e-05,8048464500,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1517831478000,1528945442000,67.62,33.81
17,-256888003,2,0,2.2622131230983272e-05,17983524000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1502449583000,1532055962000,68.62,34.31
11,-957382280,2,0,2.2622131230983272e-05,2980843500,"['Request created', 'Network Service Closure', 'Evaluating Request (WITH registered letter)', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1537457498000,1545102211000,55.620000000000005,27.810000000000002
9,1615563744,2,0,2.2622131230983272e-05,2587127500,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for Reservation Closure', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1528283796000,1543837246000,34.620000000000005,17.310000000000002
7,428166187,2,0,2.2622131230983272e-05,4738022000,"['Request created', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1536313752000,1546510283000,34.0,17.0
2,385678158,2,0,2.2622131230983272e-05,30820500,"['Back-Office Adjustment Requested ', 'Request completed with account closure']",1495076659000,1495107575000,17.0,8.5
15,-1468734517,2,0,2.2622131230983272e-05,6629107000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1519808942000,1529031870000,75.62,37.81
7,1347695506,2,0,2.2622131230983272e-05,3797379500,"['Request created', 'Evaluating Request (NO registered letter)', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1498737333000,1546428152000,59.0,29.5
11,1837127758,2,0,2.2622131230983272e-05,616451000,"['Request created', 'Evaluating Request (WITH registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1506077959000,1512012117000,71.62,35.81
14,611708801,2,0,2.2622131230983272e-05,12208447500,"['Request created', 'Evaluating Request (WITH registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1510674590000,1530097743000,80.62,40.31
7,-410145678,2,0,2.2622131230983272e-05,1083275000,"['Request created', 'Network Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1541162143000,1542251931000,27.0,13.5
14,1056822526,1,0,1.1311065615491636e-05,2483121000,"['Request created', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1526980908000,1529464029000,31.810000000000002,31.810000000000002
7,319200002,1,0,1.1311065615491636e-05,969025000,"['Request created', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1500634570000,1501603595000,17.810000000000002,17.810000000000002
7,-1623213765,1,0,1.1311065615491636e-05,3145250000,"['Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1541438610000,1544583860000,12.0,12.0
16,-463472039,1,0,1.1311065615491636e-05,6122288000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1500467715000,1506590003000,38.81,38.81
5,-370064394,1,0,1.1311065615491636e-05,581247000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Request completed with account closure']",1536140279000,1536721526000,10.81,10.81
