caseid,closure_type,closure_reason
201812001534,Client Recess,2 - Keep bank account. Same dip
201812001533,Client Recess,1 - Client lost
201812001531,Bank Recess,1 - Client lost
201812001525,Bank Recess,1 - Client lost
201812001520,Client Recess,6 - Relationship changed
201812001517,Client Recess,1 - Client lost
201812001516,Client Recess,1 - Client lost
201812001513,Bank Recess,1 - Client lost
201812001507,Bank Recess,1 - Client lost
201812001510,Client Recess,1 - Client lost
201812001511,Client Recess,1 - Client lost
201812001506,Client Recess,1 - Client lost
201812001502,Client Recess,1 - Client lost
201812001501,Client Recess,6 - Relationship changed
201812001500,Client Recess,1 - Client lost
201812001499,Bank Recess,1 - Client lost
201812001497,Client Recess,1 - Client lost
201812001496,Client Recess,1 - Client lost
201812001493,Bank Recess,1 - Client lost
201812001488,Inheritance,
201812001485,Client Recess,1 - Client lost
201812001484,Bank Recess,1 - Client lost
201812001480,Bank Recess,1 - Client lost
201812001474,Client Recess,1 - Client lost
201812001472,Client Recess,2 - Keep bank account. Same dip
201812001471,Client Recess,2 - Keep bank account. Same dip
201812001469,Client Recess,2 - Keep bank account. Same dip
201812001467,Client Recess,1 - Client lost
201812001463,Client Recess,2 - Keep bank account. Same dip
201812001461,Client Recess,1 - Client lost
201812001460,Client Recess,1 - Client lost
201812001458,Client Recess,2 - Keep bank account. Same dip
201812001457,Client Recess,6 - Relationship changed
201812001455,Bank Recess,1 - Client lost
201812001454,Inheritance,
201812001453,Client Recess,2 - Keep bank account. Same dip
201812001452,Bank Recess,1 - Client lost
201812001451,Client Recess,1 - Client lost
201812001445,Bank Recess,1 - Client lost
201812001448,Client Recess,1 - Client lost
201812001446,Bank Recess,1 - Client lost
201812001442,Client Recess,1 - Client lost
201812001441,Client Recess,1 - Client lost
201812001440,Bank Recess,1 - Client lost
201812001438,Bank Recess,1 - Client lost
201812001434,Bank Recess,1 - Client lost
201812001430,Bank Recess,1 - Client lost
201812001424,Client Recess,1 - Client lost
201812001423,Client Recess,1 - Client lost
201812001422,Client Recess,1 - Client lost
201812001421,Bank Recess,1 - Client lost
201812001418,Inheritance,
201812001414,Client Recess,7 - Keep other relationships. Same dip
201812001413,Porting,
201812001412,Client Recess,1 - Client lost
201812001411,Bank Recess,1 - Client lost
201812001410,Client Recess,2 - Keep bank account. Same dip
201812001409,Client Recess,3 - Keep bank account. Different dip
201812001408,Client Recess,1 - Client lost
201812001407,Client Recess,2 - Keep bank account. Same dip
201812001406,Inheritance,
201812001405,Inheritance,
201812001404,Bank Recess,1 - Client lost
201812001400,Client Recess,1 - Client lost
201812001398,Bank Recess,1 - Client lost
201812001390,Bank Recess,1 - Client lost
201812001388,Client Recess,7 - Keep other relationships. Same dip
201812001386,Client Recess,1 - Client lost
201812001383,Inheritance,
201812001374,Client Recess,1 - Client lost
201812001382,Bank Recess,1 - Client lost
201812001372,Client Recess,1 - Client lost
201812001368,Client Recess,1 - Client lost
201812001367,Bank Recess,
201812001366,Inheritance,
201812001362,Bank Recess,1 - Client lost
201812001354,Client Recess,1 - Client lost
201812001357,Bank Recess,1 - Client lost
201812001352,Inheritance,
201812001350,Client Recess,2 - Keep bank account. Same dip
201812001349,Porting,
201812001347,Client Recess,1 - Client lost
201812001345,Bank Recess,1 - Client lost
201812001343,Bank Recess,1 - Client lost
201812001342,Client Recess,4 - Open new bank account. Same dip
201812001333,Client Recess,2 - Keep bank account. Same dip
201812001330,Client Recess,1 - Client lost
201812001329,Client Recess,1 - Client lost
201812001324,Client Recess,1 - Client lost
201812001323,Client Recess,1 - Client lost
201812001318,Client Recess,2 - Keep bank account. Same dip
201812001317,Client Recess,1 - Client lost
201812001313,Client Recess,1 - Client lost
201812001312,Client Recess,1 - Client lost
201812001309,Bank Recess,1 - Client lost
201812001308,Client Recess,2 - Keep bank account. Same dip
201812001307,Client Recess,2 - Keep bank account. Same dip
201812001303,Client Recess,1 - Client lost
201812001301,Client Recess,1 - Client lost
201812001297,Inheritance,
201812001293,Client Recess,1 - Client lost
201812001291,Inheritance,
201812001287,Client Recess,1 - Client lost
201812001286,Client Recess,2 - Keep bank account. Same dip
201812001284,Client Recess,1 - Client lost
201812001283,Bank Recess,1 - Client lost
201812001280,Client Recess,4 - Open new bank account. Same dip
201812001277,Client Recess,1 - Client lost
201812001276,Client Recess,1 - Client lost
201812001273,Client Recess,3 - Keep bank account. Different dip
201812001270,Client Recess,1 - Client lost
201812001268,Bank Recess,1 - Client lost
201812001267,Client Recess,7 - Keep other relationships. Same dip
201812001263,Client Recess,7 - Keep other relationships. Same dip
201812001262,Inheritance,
201812001261,Client Recess,1 - Client lost
201812001259,Client Recess,1 - Client lost
201812001258,Bank Recess,
201812001257,Bank Recess,1 - Client lost
201812001254,Client Recess,2 - Keep bank account. Same dip
201812001252,Client Recess,1 - Client lost
201812001251,Inheritance,
201812001250,Bank Recess,1 - Client lost
201812001247,Bank Recess,1 - Client lost
201812001245,Bank Recess,1 - Client lost
201812001244,Inheritance,
201812001242,Client Recess,2 - Keep bank account. Same dip
201812001241,Client Recess,
201812001240,Client Recess,
201812001239,Client Recess,
201812001238,Client Recess,
201812001237,Client Recess,
201812001236,Client Recess,
201812001235,Client Recess,
201812001234,Client Recess,
201812001233,Client Recess,
201812001232,Client Recess,
201812001231,Client Recess,
201812001230,Client Recess,
201812001229,Client Recess,
201812001228,Client Recess,
201812001227,Client Recess,
201812001226,Client Recess,
201812001225,Client Recess,
201812001224,Client Recess,
201812001223,Client Recess,
201812001222,Client Recess,
201812001221,Client Recess,
201812001220,Client Recess,
201812001219,Client Recess,
201812001218,Client Recess,
201812001217,Client Recess,
201812001213,Client Recess,1 - Client lost
201812001210,Client Recess,1 - Client lost
201812001206,Client Recess,1 - Client lost
201812001201,Client Recess,1 - Client lost
201812001198,Client Recess,1 - Client lost
201812001195,Client Recess,7 - Keep other relationships. Same dip
201812001193,Client Recess,1 - Client lost
201812001192,Bank Recess,1 - Client lost
201812001188,Bank Recess,1 - Client lost
201812001186,Client Recess,1 - Client lost
201812001185,Client Recess,1 - Client lost
201812001183,Client Recess,1 - Client lost
201812001182,Client Recess,2 - Keep bank account. Same dip
201812001181,Client Recess,2 - Keep bank account. Same dip
201812001179,Inheritance,
201812001175,Inheritance,
201812001174,Inheritance,
201812001173,Client Recess,7 - Keep other relationships. Same dip
201812001170,Client Recess,2 - Keep bank account. Same dip
201812001169,Client Recess,1 - Client lost
201812001163,Bank Recess,1 - Client lost
201812001166,Client Recess,1 - Client lost
201812001162,Bank Recess,1 - Client lost
201812001159,Client Recess,1 - Client lost
201812001157,Client Recess,2 - Keep bank account. Same dip
201812001156,Bank Recess,1 - Client lost
201812001149,Client Recess,1 - Client lost
201812001145,Client Recess,1 - Client lost
201812001143,Bank Recess,1 - Client lost
201812001144,Client Recess,3 - Keep bank account. Different dip
201812001142,Client Recess,2 - Keep bank account. Same dip
201812001139,Bank Recess,1 - Client lost
201812001133,Client Recess,1 - Client lost
201812001131,Inheritance,
201812001124,Porting,
201812001121,Bank Recess,1 - Client lost
201812001118,Client Recess,7 - Keep other relationships. Same dip
201812001116,Client Recess,2 - Keep bank account. Same dip
201812001117,Bank Recess,1 - Client lost
201812001113,Client Recess,7 - Keep other relationships. Same dip
201812001112,Bank Recess,1 - Client lost
201812001111,Client Recess,1 - Client lost
201812001108,Client Recess,7 - Keep other relationships. Same dip
201812001105,Bank Recess,1 - Client lost
201812001104,Client Recess,2 - Keep bank account. Same dip
201812001103,Client Recess,1 - Client lost
201812001101,Client Recess,1 - Client lost
201812001100,Bank Recess,1 - Client lost
201812001099,Client Recess,7 - Keep other relationships. Same dip
201812001097,Client Recess,2 - Keep bank account. Same dip
201812001094,Bank Recess,1 - Client lost
201812001092,Inheritance,
201812001091,Client Recess,1 - Client lost
201812001090,Client Recess,2 - Keep bank account. Same dip
201812001089,Bank Recess,1 - Client lost
201812001085,Client Recess,2 - Keep bank account. Same dip
201812001079,Client Recess,2 - Keep bank account. Same dip
201812001078,Client Recess,1 - Client lost
201812001077,Client Recess,2 - Keep bank account. Same dip
201812001076,Bank Recess,1 - Client lost
201812001075,Client Recess,1 - Client lost
201812001071,Inheritance,
201812001070,Inheritance,
201812001069,Client Recess,1 - Client lost
201812001067,Client Recess,1 - Client lost
201812001066,Inheritance,
201812001064,Client Recess,1 - Client lost
201812001059,Client Recess,1 - Client lost
201812001057,Bank Recess,1 - Client lost
201812001055,Client Recess,2 - Keep bank account. Same dip
201812001054,Client Recess,1 - Client lost
201812001051,Bank Recess,1 - Client lost
201812001046,Client Recess,1 - Client lost
201812001047,Bank Recess,1 - Client lost
201812001042,Client Recess,1 - Client lost
201812001043,Client Recess,1 - Client lost
201812001041,Bank Recess,1 - Client lost
201812001040,Client Recess,1 - Client lost
201812001036,Client Recess,1 - Client lost
201812001035,Inheritance,
201812001034,Client Recess,1 - Client lost
201812001033,Client Recess,1 - Client lost
201812001032,Bank Recess,1 - Client lost
201812001031,Client Recess,1 - Client lost
201812001028,Client Recess,1 - Client lost
201812001025,Bank Recess,1 - Client lost
201812001023,Client Recess,1 - Client lost
201812001020,Client Recess,1 - Client lost
201812001021,Inheritance,
201812001019,Client Recess,1 - Client lost
201812001014,Client Recess,1 - Client lost
201812001013,Client Recess,1 - Client lost
201812001012,Client Recess,1 - Client lost
201812001009,Bank Recess,1 - Client lost
201812001003,Bank Recess,1 - Client lost
201812000993,Client Recess,1 - Client lost
201812000992,Inheritance,
201812000991,Bank Recess,1 - Client lost
201812000988,Bank Recess,1 - Client lost
201812000986,Client Recess,
201812000985,Client Recess,2 - Keep bank account. Same dip
201812000983,Bank Recess,1 - Client lost
201812000982,Client Recess,1 - Client lost
201812000981,Porting,
201812000980,Client Recess,1 - Client lost
201812000979,Bank Recess,1 - Client lost
201812000974,Bank Recess,1 - Client lost
201812000964,Client Recess,1 - Client lost
201812000963,Client Recess,1 - Client lost
201812000962,Client Recess,1 - Client lost
201812000961,Client Recess,1 - Client lost
201812000958,Client Recess,1 - Client lost
201812000957,Bank Recess,1 - Client lost
201812000954,Client Recess,2 - Keep bank account. Same dip
201812000952,Inheritance,
201812000950,Bank Recess,1 - Client lost
201812000946,Client Recess,1 - Client lost
201812000943,Client Recess,1 - Client lost
201812000940,Client Recess,1 - Client lost
201812000939,Inheritance,
201812000938,Inheritance,
201812000935,Inheritance,
201812000934,Client Recess,2 - Keep bank account. Same dip
201812000929,Bank Recess,1 - Client lost
201812000926,Bank Recess,1 - Client lost
201812000924,Bank Recess,1 - Client lost
201812000923,Client Recess,2 - Keep bank account. Same dip
201812000922,Client Recess,1 - Client lost
201812000919,Client Recess,1 - Client lost
201812000912,Client Recess,1 - Client lost
201812000918,Client Recess,2 - Keep bank account. Same dip
201812000911,Bank Recess,1 - Client lost
201812000910,Bank Recess,1 - Client lost
201812000907,Bank Recess,1 - Client lost
201812000905,Client Recess,1 - Client lost
201812000904,Bank Recess,1 - Client lost
201812000902,Bank Recess,1 - Client lost
201812000901,Bank Recess,1 - Client lost
201812000900,Bank Recess,1 - Client lost
201812000898,Inheritance,
201812000896,Inheritance,
201812000895,Porting,
201812000892,Client Recess,2 - Keep bank account. Same dip
201812000891,Client Recess,7 - Keep other relationships. Same dip
201812000890,Bank Recess,1 - Client lost
201812000887,Inheritance,
201812000886,Client Recess,1 - Client lost
201812000884,Bank Recess,1 - Client lost
201812000885,Client Recess,1 - Client lost
201812000881,Client Recess,1 - Client lost
201812000880,Bank Recess,1 - Client lost
201812000870,Client Recess,1 - Client lost
201812000869,Client Recess,1 - Client lost
201812000863,Client Recess,1 - Client lost
201812000862,Client Recess,1 - Client lost
201812000860,Bank Recess,1 - Client lost
201812000859,Bank Recess,1 - Client lost
201812000857,Client Recess,1 - Client lost
201812000856,Client Recess,1 - Client lost
201812000854,Client Recess,1 - Client lost
201812000852,Bank Recess,1 - Client lost
201812000851,Inheritance,
201812000850,Client Recess,2 - Keep bank account. Same dip
201812000846,Client Recess,1 - Client lost
201812000845,Bank Recess,1 - Client lost
201812000844,Client Recess,2 - Keep bank account. Same dip
201812000843,Client Recess,2 - Keep bank account. Same dip
201812000842,Bank Recess,1 - Client lost
201812000840,Client Recess,2 - Keep bank account. Same dip
201812000837,Bank Recess,1 - Client lost
201812000836,Client Recess,1 - Client lost
201812000835,Client Recess,7 - Keep other relationships. Same dip
201812000833,Bank Recess,1 - Client lost
201812000828,Bank Recess,1 - Client lost
201812000827,Bank Recess,1 - Client lost
201812000826,Client Recess,1 - Client lost
201812000824,Client Recess,1 - Client lost
201812000820,Client Recess,1 - Client lost
201812000818,Porting,
201812000819,Inheritance,
201812000817,Client Recess,4 - Open new bank account. Same dip
201812000816,Client Recess,1 - Client lost
201812000814,Client Recess,2 - Keep bank account. Same dip
201812000812,Client Recess,1 - Client lost
201812000806,Bank Recess,1 - Client lost
201812000805,Client Recess,1 - Client lost
201812000802,Inheritance,
201812000796,Client Recess,2 - Keep bank account. Same dip
201812000794,Client Recess,1 - Client lost
201812000792,Porting,
201812000791,Client Recess,1 - Client lost
201812000790,Client Recess,2 - Keep bank account. Same dip
201812000788,Client Recess,2 - Keep bank account. Same dip
201812000786,Client Recess,1 - Client lost
201812000784,Bank Recess,1 - Client lost
201812000783,Porting,
201812000781,Bank Recess,1 - Client lost
201812000779,Client Recess,1 - Client lost
201812000778,Client Recess,1 - Client lost
201812000773,Client Recess,1 - Client lost
201812000769,Client Recess,2 - Keep bank account. Same dip
201812000768,Client Recess,1 - Client lost
201812000767,Bank Recess,1 - Client lost
201812000764,Porting,
201812000762,Client Recess,1 - Client lost
201812000761,Bank Recess,1 - Client lost
201812000759,Bank Recess,1 - Client lost
201812000757,Client Recess,2 - Keep bank account. Same dip
201812000756,Client Recess,2 - Keep bank account. Same dip
201812000754,Client Recess,7 - Keep other relationships. Same dip
201812000753,Client Recess,1 - Client lost
201812000748,Inheritance,
201812000743,Client Recess,1 - Client lost
201812000741,Client Recess,1 - Client lost
201812000740,Client Recess,1 - Client lost
201812000739,Bank Recess,1 - Client lost
201812000738,Porting,
201812000736,Client Recess,1 - Client lost
201812000735,Client Recess,7 - Keep other relationships. Same dip
201812000734,Client Recess,
201812000733,Inheritance,
201812000732,Client Recess,1 - Client lost
201812000731,Inheritance,
201812000727,Client Recess,2 - Keep bank account. Same dip
201812000725,Bank Recess,1 - Client lost
201812000724,Client Recess,1 - Client lost
201812000723,Client Recess,2 - Keep bank account. Same dip
201812000722,Porting,
201812000721,Client Recess,1 - Client lost
201812000720,Client Recess,1 - Client lost
201812000719,Client Recess,
201812000717,Bank Recess,1 - Client lost
201812000716,Client Recess,8 - Keep other relationships. Different dip
201812000714,Client Recess,1 - Client lost
201812000708,Client Recess,1 - Client lost
201812000706,Inheritance,
201812000705,Client Recess,1 - Client lost
201812000703,Client Recess,1 - Client lost
201812000691,Client Recess,1 - Client lost
201812000700,Inheritance,
201812000690,Client Recess,1 - Client lost
201812000686,Client Recess,2 - Keep bank account. Same dip
201812000688,Client Recess,1 - Client lost
201812000687,Client Recess,1 - Client lost
201812000683,Inheritance,
201812000680,Bank Recess,
201812000682,Client Recess,2 - Keep bank account. Same dip
201812000681,Client Recess,4 - Open new bank account. Same dip
201812000679,Client Recess,1 - Client lost
201812000677,Bank Recess,1 - Client lost
201812000673,Client Recess,1 - Client lost
201812000669,Client Recess,1 - Client lost
201812000670,Bank Recess,1 - Client lost
201812000668,Client Recess,1 - Client lost
201812000663,Client Recess,1 - Client lost
201812000661,Client Recess,4 - Open new bank account. Same dip
201812000659,Inheritance,
201812000657,Client Recess,1 - Client lost
201812000653,Client Recess,
201812000650,Client Recess,1 - Client lost
201812000648,Client Recess,1 - Client lost
201812000647,Client Recess,1 - Client lost
201812000646,Client Recess,1 - Client lost
201812000644,Client Recess,1 - Client lost
201812000643,Client Recess,
201812000638,Porting,
201812000637,Bank Recess,1 - Client lost
201812000633,Client Recess,1 - Client lost
201812000632,Bank Recess,1 - Client lost
201812000631,Inheritance,
201812000629,Client Recess,2 - Keep bank account. Same dip
201812000625,Client Recess,1 - Client lost
201812000624,Bank Recess,1 - Client lost
201812000622,Client Recess,1 - Client lost
201812000621,Client Recess,1 - Client lost
201812000620,Client Recess,1 - Client lost
201812000617,Client Recess,1 - Client lost
201812000615,Client Recess,1 - Client lost
201812000610,Client Recess,1 - Client lost
201812000609,Client Recess,1 - Client lost
201812000606,Client Recess,1 - Client lost
201812000605,Client Recess,1 - Client lost
201812000603,Client Recess,2 - Keep bank account. Same dip
201812000602,Bank Recess,1 - Client lost
201812000601,Client Recess,2 - Keep bank account. Same dip
201812000598,Bank Recess,1 - Client lost
201812000595,Client Recess,1 - Client lost
201812000592,Client Recess,1 - Client lost
201812000591,Client Recess,2 - Keep bank account. Same dip
201812000590,Client Recess,1 - Client lost
201812000589,Client Recess,
201812000588,Client Recess,1 - Client lost
201812000586,Bank Recess,1 - Client lost
201812000585,Client Recess,1 - Client lost
201812000584,Client Recess,
201812000583,Client Recess,1 - Client lost
201812000582,Client Recess,1 - Client lost
201812000581,Bank Recess,1 - Client lost
201812000578,Client Recess,2 - Keep bank account. Same dip
201812000577,Client Recess,
201812000576,Client Recess,
201812000575,Client Recess,
201812000574,Client Recess,
201812000573,Client Recess,
201812000572,Client Recess,
201812000571,Client Recess,
201812000570,Client Recess,
201812000569,Client Recess,
201812000568,Client Recess,
201812000567,Client Recess,
201812000566,Client Recess,
201812000565,Client Recess,
201812000564,Client Recess,
201812000563,Client Recess,
201812000562,Bank Recess,1 - Client lost
201812000559,Inheritance,
201812000555,Client Recess,1 - Client lost
201812000558,Client Recess,1 - Client lost
201812000554,Client Recess,2 - Keep bank account. Same dip
201812000552,Client Recess,1 - Client lost
201812000551,Bank Recess,1 - Client lost
201812000550,Bank Recess,1 - Client lost
201812000549,Client Recess,4 - Open new bank account. Same dip
201812000546,Client Recess,2 - Keep bank account. Same dip
201812000544,Client Recess,
201812000542,Client Recess,7 - Keep other relationships. Same dip
201812000541,Client Recess,1 - Client lost
201812000539,Bank Recess,1 - Client lost
201812000538,Client Recess,1 - Client lost
201812000537,Bank Recess,1 - Client lost
201812000536,Client Recess,1 - Client lost
201812000532,Bank Recess,1 - Client lost
201812000531,Inheritance,
201812000530,Bank Recess,1 - Client lost
201812000525,Bank Recess,1 - Client lost
201812000524,Bank Recess,1 - Client lost
201812000522,Bank Recess,1 - Client lost
201812000521,Client Recess,4 - Open new bank account. Same dip
201812000517,Bank Recess,1 - Client lost
201812000513,Bank Recess,1 - Client lost
201812000512,Client Recess,1 - Client lost
201812000509,Client Recess,1 - Client lost
201812000502,Client Recess,1 - Client lost
201812000501,Bank Recess,1 - Client lost
201812000500,Client Recess,2 - Keep bank account. Same dip
201812000499,Bank Recess,1 - Client lost
201812000496,Bank Recess,1 - Client lost
201812000493,Bank Recess,1 - Client lost
201812000494,Bank Recess,1 - Client lost
201812000492,Client Recess,1 - Client lost
201812000491,Bank Recess,1 - Client lost
201812000490,Porting,
201812000489,Client Recess,1 - Client lost
201812000488,Bank Recess,1 - Client lost
201812000487,Client Recess,2 - Keep bank account. Same dip
201812000483,Inheritance,
201812000479,Client Recess,1 - Client lost
201812000480,Client Recess,1 - Client lost
201812000476,Client Recess,2 - Keep bank account. Same dip
201812000475,Client Recess,
201812000473,Client Recess,1 - Client lost
201812000472,Client Recess,2 - Keep bank account. Same dip
201812000471,Client Recess,1 - Client lost
201812000469,Client Recess,1 - Client lost
201812000467,Client Recess,4 - Open new bank account. Same dip
201812000464,Inheritance,
201812000461,Client Recess,1 - Client lost
201812000460,Client Recess,1 - Client lost
201812000459,Client Recess,1 - Client lost
201812000458,Client Recess,1 - Client lost
201812000457,Client Recess,2 - Keep bank account. Same dip
201812000455,Client Recess,1 - Client lost
201812000453,Client Recess,2 - Keep bank account. Same dip
201812000452,Client Recess,1 - Client lost
201812000450,Client Recess,1 - Client lost
201812000446,Bank Recess,1 - Client lost
201812000445,Client Recess,1 - Client lost
201812000443,Client Recess,1 - Client lost
201812000442,Inheritance,
201812000440,Client Recess,2 - Keep bank account. Same dip
201812000436,Client Recess,2 - Keep bank account. Same dip
201812000434,Bank Recess,1 - Client lost
201812000433,Bank Recess,1 - Client lost
201812000432,Client Recess,1 - Client lost
201812000431,Bank Recess,1 - Client lost
201812000430,Client Recess,2 - Keep bank account. Same dip
201812000427,Client Recess,1 - Client lost
201812000426,Client Recess,1 - Client lost
201812000423,Bank Recess,1 - Client lost
201812000419,Client Recess,1 - Client lost
201812000418,Client Recess,3 - Keep bank account. Different dip
201812000412,Client Recess,1 - Client lost
201812000410,Bank Recess,1 - Client lost
201812000409,Client Recess,1 - Client lost
201812000408,Bank Recess,1 - Client lost
201812000402,Client Recess,1 - Client lost
201812000407,Client Recess,1 - Client lost
201812000401,Client Recess,1 - Client lost
201812000399,Client Recess,1 - Client lost
201812000398,Client Recess,1 - Client lost
201812000397,Client Recess,1 - Client lost
201812000396,Client Recess,1 - Client lost
201812000395,Client Recess,1 - Client lost
201812000390,Bank Recess,1 - Client lost
201812000388,Bank Recess,1 - Client lost
201812000386,Client Recess,1 - Client lost
201812000385,Bank Recess,1 - Client lost
201812000384,Bank Recess,1 - Client lost
201812000383,Porting,
201812000382,Inheritance,
201812000381,Client Recess,1 - Client lost
201812000379,Inheritance,
201812000378,Client Recess,1 - Client lost
201812000377,Inheritance,
201812000376,Client Recess,2 - Keep bank account. Same dip
201812000375,Client Recess,1 - Client lost
201812000374,Inheritance,
201812000371,Bank Recess,1 - Client lost
201812000373,Client Recess,
201812000368,Client Recess,1 - Client lost
201812000367,Client Recess,1 - Client lost
201812000366,Client Recess,2 - Keep bank account. Same dip
201812000365,Client Recess,1 - Client lost
201812000363,Client Recess,1 - Client lost
201812000362,Client Recess,2 - Keep bank account. Same dip
201812000359,Client Recess,7 - Keep other relationships. Same dip
201812000360,Client Recess,1 - Client lost
201812000357,Porting,
201812000354,Client Recess,1 - Client lost
201812000352,Client Recess,1 - Client lost
201812000349,Client Recess,1 - Client lost
201812000347,Porting,
201812000346,Client Recess,2 - Keep bank account. Same dip
201812000337,Client Recess,1 - Client lost
201812000331,Bank Recess,1 - Client lost
201812000328,Client Recess,1 - Client lost
201812000326,Inheritance,
201812000322,Inheritance,
201812000321,Client Recess,1 - Client lost
201812000320,Client Recess,1 - Client lost
201812000316,Client Recess,1 - Client lost
201812000314,Client Recess,2 - Keep bank account. Same dip
201812000313,Bank Recess,1 - Client lost
201812000309,Client Recess,1 - Client lost
201812000307,Client Recess,1 - Client lost
201812000306,Bank Recess,1 - Client lost
201812000304,Bank Recess,1 - Client lost
201812000302,Bank Recess,1 - Client lost
201812000301,Bank Recess,1 - Client lost
201812000300,Client Recess,1 - Client lost
201812000298,Porting,
201812000297,Client Recess,2 - Keep bank account. Same dip
201812000292,Bank Recess,1 - Client lost
201812000287,Client Recess,1 - Client lost
201812000286,Client Recess,2 - Keep bank account. Same dip
201812000285,Client Recess,2 - Keep bank account. Same dip
201812000281,Client Recess,2 - Keep bank account. Same dip
201812000279,Client Recess,7 - Keep other relationships. Same dip
201812000278,Bank Recess,1 - Client lost
201812000275,Client Recess,2 - Keep bank account. Same dip
201812000270,Bank Recess,1 - Client lost
201812000274,Client Recess,1 - Client lost
201812000259,Client Recess,1 - Client lost
201812000258,Client Recess,1 - Client lost
201812000257,Client Recess,1 - Client lost
201812000256,Client Recess,2 - Keep bank account. Same dip
201812000255,Porting,
201812000249,Client Recess,2 - Keep bank account. Same dip
201812000246,Client Recess,1 - Client lost
201812000245,Client Recess,1 - Client lost
201812000243,Bank Recess,1 - Client lost
201812000241,Client Recess,2 - Keep bank account. Same dip
201812000237,Porting,
201812000235,Bank Recess,1 - Client lost
201812000233,Inheritance,
201812000227,Bank Recess,1 - Client lost
201812000223,Client Recess,1 - Client lost
201812000220,Client Recess,2 - Keep bank account. Same dip
201812000219,Client Recess,
201812000214,Bank Recess,1 - Client lost
201812000212,Client Recess,
201812000210,Client Recess,1 - Client lost
201812000206,Client Recess,7 - Keep other relationships. Same dip
201812000201,Client Recess,7 - Keep other relationships. Same dip
201812000197,Client Recess,1 - Client lost
201812000199,Client Recess,2 - Keep bank account. Same dip
201812000196,Client Recess,2 - Keep bank account. Same dip
201812000195,Client Recess,
201812000190,Client Recess,1 - Client lost
201812000188,Client Recess,1 - Client lost
201812000187,Inheritance,
201812000186,Client Recess,1 - Client lost
201812000181,Inheritance,
201812000179,Inheritance,
201812000178,Client Recess,2 - Keep bank account. Same dip
201812000176,Client Recess,2 - Keep bank account. Same dip
201812000173,Inheritance,
201812000172,Client Recess,1 - Client lost
201812000170,Client Recess,2 - Keep bank account. Same dip
201812000169,Client Recess,1 - Client lost
201812000161,Client Recess,2 - Keep bank account. Same dip
201812000159,Porting,
201812000158,Client Recess,2 - Keep bank account. Same dip
201812000157,Bank Recess,1 - Client lost
201812000156,Client Recess,7 - Keep other relationships. Same dip
201812000155,Client Recess,1 - Client lost
201812000152,Client Recess,1 - Client lost
201812000151,Bank Recess,1 - Client lost
201812000147,Bank Recess,1 - Client lost
201812000144,Client Recess,2 - Keep bank account. Same dip
201812000143,Bank Recess,1 - Client lost
201812000142,Client Recess,2 - Keep bank account. Same dip
201812000141,Client Recess,7 - Keep other relationships. Same dip
201812000140,Client Recess,
201812000133,Porting,
201812000132,Client Recess,1 - Client lost
201812000130,Client Recess,2 - Keep bank account. Same dip
201812000126,Client Recess,1 - Client lost
201812000125,Client Recess,1 - Client lost
201812000124,Bank Recess,1 - Client lost
201812000122,Client Recess,1 - Client lost
201812000119,Client Recess,1 - Client lost
201812000117,Client Recess,2 - Keep bank account. Same dip
201812000116,Client Recess,1 - Client lost
201812000114,Client Recess,1 - Client lost
201812000113,Client Recess,2 - Keep bank account. Same dip
201812000112,Client Recess,7 - Keep other relationships. Same dip
201812000107,Client Recess,1 - Client lost
201812000106,Client Recess,1 - Client lost
201812000105,Client Recess,1 - Client lost
201812000104,Bank Recess,1 - Client lost
201812000101,Inheritance,
201812000097,Client Recess,1 - Client lost
201812000096,Client Recess,1 - Client lost
201812000095,Client Recess,1 - Client lost
201812000094,Client Recess,1 - Client lost
201812000093,Bank Recess,1 - Client lost
201812000090,Client Recess,1 - Client lost
201812000088,Client Recess,2 - Keep bank account. Same dip
201812000087,Client Recess,1 - Client lost
201812000085,Client Recess,4 - Open new bank account. Same dip
201812000083,Bank Recess,1 - Client lost
201812000075,Client Recess,1 - Client lost
201812000080,Bank Recess,1 - Client lost
201812000073,Client Recess,1 - Client lost
201812000072,Client Recess,1 - Client lost
201812000070,Client Recess,1 - Client lost
201812000064,Inheritance,
201812000053,Client Recess,2 - Keep bank account. Same dip
201812000052,Client Recess,2 - Keep bank account. Same dip
201812000051,Client Recess,1 - Client lost
201812000050,Client Recess,
201812000046,Bank Recess,1 - Client lost
201812000044,Client Recess,2 - Keep bank account. Same dip
201812000043,Client Recess,2 - Keep bank account. Same dip
201812000038,Bank Recess,1 - Client lost
201812000037,Bank Recess,1 - Client lost
201812000035,Client Recess,2 - Keep bank account. Same dip
201812000034,Bank Recess,1 - Client lost
201812000030,Client Recess,1 - Client lost
201812000029,Client Recess,
201812000027,Client Recess,
201812000028,Client Recess,
201812000026,Client Recess,
201812000025,Client Recess,
201812000024,Client Recess,
201812000023,Client Recess,
201812000022,Client Recess,
201812000021,Client Recess,
201812000020,Client Recess,
201812000019,Client Recess,
201812000018,Client Recess,
201812000017,Client Recess,
201812000016,Client Recess,
201812000015,Client Recess,
201812000014,Client Recess,
201812000013,Client Recess,
201812000012,Client Recess,
201812000011,Client Recess,
201812000010,Client Recess,
201812000009,Client Recess,
201812000008,Client Recess,
201812000007,Client Recess,
201812000006,Client Recess,
201812000005,Client Recess,
201812000004,Client Recess,
201812000003,Client Recess,
